1.602,180,85,477.99722,679.6099243164062,-80.36222718207934
1.712,180,85,477.6129,679.8885498046875,-80.83244156752731
1.817,180,85,478.50418,680.2901611328125,-81.04684377950312
1.961,180,85,480.95508,669.7401733398438,-81.83914870843905
2.057,180,85,483.9307,631.9529418945312,-83.51765715230505
2.167,180,85,485.47137,613.5737915039062,-84.19822659043703
2.28,180,85,485.39374,594.2308349609375,-83.54016005652905
2.382,180,85,487.80432,565.501708984375,-84.85011518952052
2.485,180,85,488.1752,535.8993530273438,-85.55021480439707
2.585,180,85,489.7041,517.0629272460938,-85.51067241634702
2.683,180,85,489.9865,488.8629150390625,-89.28993290821981
2.779,180,85,490.30167,469.263427734375,-89.28920518966984
2.911,180,85,489.0468,440.00579833984375,-88.66069512448058
3.048,180,85,487.973,408.73126220703125,-90.49156092090129
3.146,180,85,487.0588,379.5545654296875,-91.74056480978241
3.25,180,85,485.3716,362.4393310546875,-92.34425528921794
3.376,180,85,484.02606,332.98736572265625,-94.2306696516706
3.516,180,85,484.02606,332.98736572265625,-94.2306696516706
3.622,180,85,477.4249,276.6942138671875,-95.215774057069
3.716,180,85,475.44778,257.87554931640625,-96.92924594174606
3.828,180,85,470.9065,228.5340576171875,-95.65390731728348
3.938,180,85,466.43823,198.2777099609375,-99.18210322108658
4.041,180,85,462.93478,177.5460205078125,-98.63760326809714
4.169,180,85,458.62808,152.29443359375,-103.24317223389268
4.267,180,85,456.1226,149.5472412109375,-125.63788705641754
4.364,180,85,454.89368,149.5076904296875,-144.5035667600959
4.498,180,85,454.9647,150.951904296875,-160.44144301353242
4.632,180,85,458.65143,151.070556640625,-138.39811815262144
4.728,180,85,459.63007,150.59912109375,-111.47521939718168
4.829,180,85,461.19946,150.938720703125,-95.5335871987925
4.96,180,85,460.52396,154.6331787109375,-79.4464766685508
5.056,180,85,459.6071,151.8233642578125,-101.40160029273366
5.193,180,85,459.6071,151.8233642578125,-101.40160029273366
5.312,180,85,457.4226,151.031005859375,-146.9878039004306
5.42,180,85,457.4226,151.031005859375,-172.1194914159736
5.522,180,85,454.6908,151.6705322265625,173.2405538107884
5.623,180,85,455.9439,150.484375,-170.21993649797133
5.783,180,85,455.9439,150.484375,-170.21993649797133
5.927,180,85,461.81754,151.0030517578125,-109.99169073539726
6.079,180,85,462.06473,151.89990234375,-74.97008772527958
6.211,180,85,462.1318,148.22900390625,-84.26074249473541
6.313,180,85,462.38217,148.7437744140625,-110.19116469542422
6.412,180,85,461.15424,148.7041015625,-126.38766393632467
6.539,180,85,458.20374,147.22021484375,-153.20783853921324
6.64,180,85,457.55826,148.377197265625,-164.3956362674445
6.744,180,85,458.47125,146.8916015625,-149.49668185137764
6.873,180,85,459.60648,146.712890625,-124.36452908594472
6.969,180,85,462.22098,148.0213623046875,-99.0623515345129
7.072,180,85,463.449,148.0595703125,-80.63952652572299
7.173,180,85,463.33755,149.4903564453125,-65.87679248696608
7.27,180,85,463.41278,146.2286376953125,-81.89259514402019
7.372,180,85,462.1988,144.563720703125,-100.86971031671895
7.496,180,85,461.2449,143.820068359375,-125.68457747088763
7.627,180,85,461.2449,143.820068359375,-125.68457747088763
7.745,180,85,460.66074,142.3846435546875,-161.43591673433767
7.836,180,85,463.0315,143.0723876953125,-144.31793325593222
7.958,180,85,465.56152,142.54345703125,-117.12183701641464
8.059,180,85,466.13544,145.3763427734375,-92.54521417727682
8.162,180,85,466.76523,143.80126953125,-75.40290779564062
8.287,180,85,467.0161,144.5030517578125,-62.105049035081116
8.394,180,85,469.29813,139.011962890625,-85.533212648204
8.489,180,85,467.8383,137.0648193359375,-103.39588741730235
8.62,180,85,465.96835,135.149169921875,-129.10737553689302
8.75,180,85,466.22253,135.4188232421875,-157.26464502345672
8.857,180,85,464.0878,137.5577392578125,-165.53886721950497
8.958,180,85,466.1111,135.9554443359375,-149.59701443574747
9.086,180,85,468.1161,136.5416259765625,-121.46657532546999
9.187,180,85,471.07816,138.0103759765625,-96.76505397424378
9.29,180,85,469.59665,137.276123046875,-78.2731582486905
9.409,180,85,470.27878,141.2156982421875,-64.27214789166892
9.541,180,85,470.78754,137.9412841796875,-86.62829657575419
9.646,180,85,468.47742,136.2257080078125,-111.8415340293442
9.744,180,85,468.32706,134.829833984375,-127.84420500382723
9.877,180,85,466.02856,136.1484375,-155.97051348431523
9.97,180,85,464.3859,135.3992919921875,-164.80755586017116
10.072,180,85,464.99118,134.9036865234375,-148.9842118131968
10.21,180,85,466.66098,134.7386474609375,-121.48541768401202
10.308,180,85,467.77634,136.0435791015625,-95.99773440451817
10.399,180,85,468.7291,136.099853515625,-77.67727647981742
10.51,180,85,469.9121,139.22509765625,-62.667229424032215
10.607,180,85,468.47742,136.2257080078125,-77.60842157794102
10.707,180,85,468.5188,133.7939453125,-96.18801882591734
10.838,180,85,468.45233,132.6007080078125,-120.47215443641868
10.935,180,85,465.0595,131.5753173828125,-148.67327429836033
11.03,180,85,464.17477,132.703857421875,-164.3943701625547
11.169,180,85,468.17285,132.738525390625,-144.95829656301524
11.289,180,85,470.98618,132.6563720703125,-117.7373701148688
11.394,180,85,472.3793,133.027587890625,-93.7817055720197
11.498,180,85,472.50522,135.20166015625,-75.90319262375674
11.626,180,85,473.2994,134.8038330078125,-60.506063326026315
11.728,180,85,473.37164,131.322509765625,-84.28311327547706
11.828,180,85,473.66946,129.590576171875,-101.57172227943434
11.961,180,85,470.67804,129.187255859375,-128.36880768294844
12.083,180,85,469.63492,130.0181884765625,-156.43074687636712
12.19,180,85,469.88315,130.0042724609375,-166.07469006638348
12.286,180,85,473.3918,130.1104736328125,-149.3285127417702
12.414,180,85,475.83704,130.18798828125,-123.39086161499772
12.514,180,85,476.90778,131.8172607421875,-96.43435338126994
12.616,180,85,478.04718,132.0447998046875,-78.5384482508602
12.752,180,85,478.26297,131.4771728515625,-63.72510918828751
12.879,180,85,479.54147,127.8822021484375,-89.1187365088614
12.995,180,85,477.44604,127.3253173828125,-115.9563041027852
13.11,180,85,477.19403,126.785400390625,-144.0167937575893
13.212,180,85,475.97266,126.7464599609375,-154.07861578734642
13.31,180,85,478.02237,128.2181396484375,-128.50111523395478
13.412,180,85,479.61865,128.07470703125,-113.60521514070983
13.536,180,85,481.01486,128.46337890625,-89.13068846629005
13.637,180,85,481.03925,132.2938232421875,-62.209820515099324
13.772,180,85,481.03925,132.2938232421875,-62.209820515099324
13.903,180,85,481.03925,132.2938232421875,-62.209820515099324
14.013,180,85,481.03925,132.2938232421875,-62.209820515099324
14.117,180,85,481.03925,132.2938232421875,-62.209820515099324
14.221,180,85,481.03925,132.2938232421875,-62.209820515099324
14.343,180,85,481.03925,132.2938232421875,-62.209820515099324
14.447,180,85,481.03925,132.2938232421875,-62.209820515099324
14.578,180,85,481.03925,132.2938232421875,-62.209820515099324
14.714,180,85,481.03925,132.2938232421875,-62.209820515099324
14.836,180,85,481.03925,132.2938232421875,-62.209820515099324
14.975,180,85,481.03925,132.2938232421875,-62.209820515099324
15.133,180,85,481.03925,132.2938232421875,-62.209820515099324
15.242,180,85,481.03925,132.2938232421875,-62.209820515099324
15.366,180,85,481.03925,132.2938232421875,-62.209820515099324
15.473,180,85,481.03925,132.2938232421875,-62.209820515099324
15.594,180,85,481.03925,132.2938232421875,-62.209820515099324
15.695,180,85,481.03925,132.2938232421875,-62.209820515099324
15.798,180,85,481.03925,132.2938232421875,-62.209820515099324
15.927,180,85,481.03925,132.2938232421875,-62.209820515099324
16.093,180,85,481.03925,132.2938232421875,-62.209820515099324
16.232,180,85,481.03925,132.2938232421875,-62.209820515099324
16.386,180,85,481.03925,132.2938232421875,-62.209820515099324
16.49,180,85,481.03925,132.2938232421875,-62.209820515099324
16.596,180,85,481.03925,132.2938232421875,-62.209820515099324
16.717,180,85,480.75204,134.1806640625,12.175358275916974
16.819,180,85,482.00955,131.7906494140625,-15.07697805598684
16.911,180,85,481.9306,131.59326171875,-33.596100359961206
17.009,180,85,481.9306,131.59326171875,-53.598588333954886
17.103,180,85,480.52338,129.701904296875,-79.72426378148778
17.204,180,85,479.30548,129.2823486328125,-98.71675470595422
17.337,180,85,479.52286,129.0927734375,-123.60686609270383
17.465,180,85,479.52286,129.0927734375,-123.60686609270383
17.585,180,85,477.21948,130.236572265625,-164.91082783594558
17.697,180,85,483.77637,130.65234375,-143.93120585601372
17.831,180,85,485.67584,131.90673828125,-115.74592048577156
17.99,180,85,485.67584,131.90673828125,-115.74592048577156
18.138,180,85,486.75235,136.6005859375,-54.99875871713764
